10,10
20,10
30,10
40,10
50,10
60,10
70,10
80,10
90,10
100,10
110,10
120,10
130,10
140,10
150,10
160,10
170,10
180,10
190,10
200,10
210,10
220,10
230,10
240,10
250,10
260,10
270,10
280,10
290,10
300,10
310,10
320,10
330,10
340,10
350,10
360,10
370,10
380,10
390,10
400,10
400,20
390,20
380,20
370,20
360,20
350,20
340,20
330,20
320,20
310,20
300,20
290,20
280,20
270,20
260,20
250,20
240,20
230,20
220,20
210,20
200,20
190,20
180,20
170,20
160,20
150,20
140,20
130,20
120,20
110,20
100,20
90,20
80,20
70,20
60,20
50,20
40,20
30,20
20,20
10,20
10,30
20,30
30,30
40,30
50,30
60,30
70,30
80,30
90,30
100,30
110,30
120,30
130,30
140,30
150,30
160,30
170,30
180,30
190,30
200,30
210,30
220,30
230,30
240,30
250,30
260,30
270,30
280,30
290,30
300,30
310,30
320,30
330,30
340,30
350,30
360,30
370,30
380,30
390,30
400,30
400,40
390,40
380,40
370,40
360,40
350,40
340,40
330,40
320,40
310,40
300,40
290,40
280,40
270,40
260,40
250,40
240,40
230,40
220,40
210,40
200,40
190,40
180,40
170,40
160,40
150,40
140,40
130,40
120,40
110,40
100,40
90,40
80,40
70,40
60,40
50,40
40,40
30,40
20,40
10,40
10,50
20,50
30,50
40,50
50,50
60,50
70,50
80,50
90,50
100,50
110,50
120,50
130,50
140,50
150,50
160,50
170,50
180,50
190,50
200,50
210,50
220,50
230,50
240,50
250,50
260,50
270,50
280,50
290,50
300,50
310,50
320,50
330,50
340,50
350,50
360,50
370,50
380,50
390,50
400,50
400,60
390,60
380,60
370,60
360,60
350,60
340,60
330,60
320,60
310,60
300,60
290,60
280,60
270,60
260,60
250,60
240,60
230,60
220,60
210,60
200,60
190,60
180,60
170,60
160,60
150,60
140,60
130,60
120,60
110,60
100,60
90,60
80,60
70,60
60,60
50,60
40,60
30,60
20,60
10,60
10,70
20,70
30,70
40,70
50,70
60,70
70,70
80,70
90,70
100,70
110,70
120,70
130,70
140,70
150,70
160,70
170,70
180,70
190,70
200,70
210,70
220,70
230,70
240,70
250,70
260,70
270,70
280,70
290,70
300,70
310,70
320,70
330,70
340,70
350,70
360,70
370,70
380,70
390,70
400,70
400,80
390,80
380,80
370,80
360,80
350,80
340,80
330,80
320,80
310,80
300,80
290,80
280,80
270,80
260,80
250,80
240,80
230,80
220,80
210,80
200,80
190,80
180,80
170,80
160,80
150,80
140,80
130,80
120,80
110,80
100,80
90,80
80,80
70,80
60,80
50,80
40,80
30,80
20,80
10,80
10,90
20,90
30,90
40,90
50,90
60,90
70,90
80,90
90,90
100,90
110,90
120,90
130,90
140,90
150,90
160,90
170,90
180,90
190,90
200,90
210,90
220,90
230,90
240,90
250,90
260,90
270,90
280,90
290,90
300,90
310,90
320,90
330,90
340,90
350,90
360,90
370,90
380,90
390,90
400,90
400,100
390,100
380,100
370,100
360,100
350,100
340,100
330,100
320,100
310,100
300,100
290,100
280,100
270,100
260,100
250,100
240,100
230,100
220,100
210,100
200,100
190,100
180,100
170,100
160,100
150,100
140,100
130,100
120,100
110,100
100,100
90,100
80,100
70,100
60,100
50,100
40,100
30,100
20,100
10,100
10,110
20,110
30,110
40,110
50,110
60,110
70,110
80,110
90,110
100,110
110,110
120,110
130,110
140,110
150,110
160,110
170,110
180,110
190,110
200,110
210,110
220,110
230,110
240,110
250,110
260,110
270,110
280,110
290,110
300,110
310,110
320,110
330,110
340,110
350,110
360,110
370,110
380,110
390,110
400,110
400,120
390,120
380,120
370,120
360,120
350,120
340,120
330,120
320,120
310,120
300,120
290,120
280,120
270,120
260,120
250,120
240,120
230,120
220,120
210,120
200,120
190,120
180,120
170,120
160,120
150,120
140,120
130,120
120,120
110,120
100,120
90,120
80,120
70,120
60,120
50,120
40,120
30,120
20,120
10,120
10,130
20,130
30,130
40,130
50,130
60,130
70,130
80,130
90,130
100,130
110,130
120,130
130,130
140,130
150,130
160,130
170,130
180,130
190,130
200,130
210,130
220,130
230,130
240,130
250,130
260,130
270,130
280,130
290,130
300,130
310,130
320,130
330,130
340,130
350,130
360,130
370,130
380,130
390,130
400,130
400,140
390,140
380,140
370,140
360,140
350,140
340,140
330,140
320,140
310,140
300,140
290,140
280,140
270,140
260,140
250,140
240,140
230,140
220,140
210,140
200,140
190,140
180,140
170,140
160,140
150,140
140,140
130,140
120,140
110,140
100,140
90,140
80,140
70,140
60,140
50,140
40,140
30,140
20,140
10,140
10,150
20,150
30,150
40,150
50,150
60,150
70,150
80,150
90,150
100,150
110,150
120,150
130,150
140,150
150,150
160,150
170,150
180,150
190,150
200,150
210,150
220,150
230,150
240,150
250,150
260,150
270,150
280,150
290,150
300,150
310,150
320,150
330,150
340,150
350,150
360,150
370,150
380,150
390,150
400,150
400,160
390,160
380,160
370,160
360,160
350,160
340,160
330,160
320,160
310,160
300,160
290,160
280,160
270,160
260,160
250,160
240,160
230,160
220,160
210,160
200,160
190,160
180,160
170,160
160,160
150,160
140,160
130,160
120,160
110,160
100,160
90,160
80,160
70,160
60,160
50,160
40,160
30,160
20,160
10,160
10,170
20,170
30,170
40,170
50,170
60,170
70,170
80,170
90,170
100,170
110,170
120,170
130,170
140,170
150,170
160,170
170,170
180,170
190,170
200,170
210,170
220,170
230,170
